,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
10,Substance Use Disorder Counselor (casac),Employer Provided Salary:$30 Per Hour,"POSITION OVERVIEW:
The Substance Use Disorder (SUD) Counselor provides alcohol and substance use disorder counseling services in a residential treatment setting. The SUD Counselor provides comprehensive assessment services to clients who may have a substance use disorder, by applying clinical judgment to determine appropriate treatment needs and levels of care. This includes performing diagnostic assessment, evaluation, intervention, referral and alcoholism and/or substance use counseling in both individual and group settings.
KEY ESSENTIAL FUNCTIONS:
Orient clients about program goals, objectives, rules and regulations, client’s obligations, client’s rights and program operation.",3.1,"Acacia Network
3.1","Brooklyn, NY",1001 to 5000 Employees,1966,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD)
11,Substance Abuse Counselor,Employer Provided Salary:$40K - $55K,"JOB SUMMARY
The Clinician is responsible for providing confidential addiction counseling, education and support to individuals, families, and the community, and for promoting healthy lifestyles and healthy choices. Under the supervision of a Clinical Director, the Clinician will provide addiction services including, but not limited to, assessment, group, individual, and family sessions, and other modalities to patients and their families according to demonstrated competence.
DUTIES, RESPONSIBILITIES, & ESSENTIAL JOB FUNCTIONS
Completing Biopsychosocial Assessments on patients being admitted to the program.
Completing Self Harm and Risk Screens.
Assessing patients for substance disorders using the DSM 5",-1,Summit Behavioral Health - Florham Park,"Florham Park, NJ",501 to 1000 Employees,-1,Self-employed,-1,-1,Unknown / Non-Applicable
12,Substance Use Disorder Counselor - Eastside,Employer Provided Salary:$51K,"At Therapeutic Health Services, our mission is to foster healing and recovery. We rehabilitate individuals and heal families affected by alcohol dependence, drug dependence, and/or mental illness, helping them to lead healthy and productive lives. In an average year, our 10 service locations in King and Snohomish counties serve approximately 8,500 adults and over 1,500 youth in our community. Therapeutic Health Services is the largest non-profit provider of medication-assisted treatment for opioid addiction in Washington State. We specialize in treating high-risk, low-income, ethnic minority, multi-system involved, and “harder to serve” adults and youth.
We are hiring immediately! We're needing Substance Abuse Counselor/Substance Abuse Disorder Professional Trainees at our Bellevue branch to join our passionate agency plus, be part of the growing field of behavioral health services. Interested candidates must be an experienced Substance Use Disorder Professional or SUDP Trainee.",3.0,"Therapeutic Health Services
3.0","Bellevue, WA",201 to 500 Employees,1972,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD)
13,Chemical Dependency Counselor Assistant (NIGHTS),-1,"Job description
ABOUT VERTAVA HEALTH: Vertava Health is a leading national behavioral healthcare system for mental health and substance use disorders, providing a full continuum of services based on the individuals' varying needs at different times in their health and recovery journey. We apply evidence-based treatment modalities at every level of care and embed digital health tools to enhance and amplify clinical outcomes. With a growing list of Joint Commission accredited inpatient and outpatient locations across the country, a virtual care platform and a national network of healthcare providers, Vertava Health pioneers care that empowers people so that they can live out their best future.
In order to make this possible, we need an exceptional LEAD CDCA/Recovery Coach Tech who can meet the requirements below. Think you have what it takes to help us change lives all over the country?",3.6,"Vertava Health
3.6","Sherrodsville, OH",501 to 1000 Employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
14,Certified Addiction Counselor,-1,"Position Summary:
This is a service provided by an interdisciplinary team that ensures service availability 24 hours a day, 7 days per week and is prepared to carry out a full range of treatment functions wherever and whenever needed. A service recipient is referred to the Assertive Community Treatment Team service when it has been determined that his/her needs are so pervasive and/or unpredictable that they cannot be met effectively at a less restrictive level of care. The ACT team shall be staffed with a co-occurring disorder specialist who shall meet Qualified Professional status according to 10A NCAC 27G .0104, and have a designation of CCS, LCAS, LCAS-A, or CSAC.
Essential Job Functions:
Conducts comprehensive substance abuse assessments considering the relationship between substance use and mental health.",3.7,"Easterseals UCP North Carolina & Virginia, Inc.
3.7","Yanceyville, NC",1 to 50 Employees,1919,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD)
15,Licensed Associate Counselor - LICENSED IN MASSACHUSETTS,-1,"Essential Duties and Responsibilities
1. Assess and evaluate adults/adolescents/children experiencing symptoms of a behavioral health disorder.
2. Analyze and evaluate patient data/information and test or examine findings to diagnose the nature and extent of behavioral health disorder(s).
3. Direct psychotherapeutic treatments to treat mental, emotional, or behavioral disorders.
4. Collaborate with physicians, advance practice nurses, psychologists, social workers, nurses, or other professionals to discuss service plans and progress.
5. Gather and maintain patient information and records, including social and medical history obtained via self-report, relatives, and other professionals.",4.8,"FasPsych, LLC
4.8",Remote,1 to 50 Employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
16,Licensed Mental Health Counselor,Employer Provided Salary:$60K - $90K,"Company Description
NOCD is an award-winning digital health company that serves the largest community of people with obsessive-compulsive disorder (OCD) in the world. Universally, there is a lack of access to high-quality OCD care. By combining evidence-based treatment with the power of technology, we are working to connect the more than 181 million people with OCD around the globe to effective therapy online.
On the NOCD teletherapy platform, members work with qualified therapists through live video sessions and have access to peer support communities and therapeutic tools. Researchers at Columbia Medical Center found our evidence-based Exposure and Response Prevention (ERP) protocol reduced OCD symptoms by 47%.
We are looking for passionate, full-time therapists with unrestricted licenses to join our mission of making effective OCD treatment accessible. This is an extraordinary opportunity to make a lasting impact in the field of mental healthcare.",4.2,"NOCD
4.2",Remote,51 to 200 Employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
17,Licensed Mental Health Counselor,-1,"Interested in becoming a part of the Nurture Therapy Team? Are you passionate about women’s and maternal mental health? Do you desire a career where you get to focus on helping clients without having to worry about getting clients, running a business, marketing yourself, or paying corporate taxes? This is a perfect opportunity for licensed clinicians looking for a flexible schedule and would like to build their client caseload within a collegial, supportive environment.
We are looking for dynamic individuals to join our team.
Nurture Therapy is a private practice that focuses on women and maternal mental health offering individual, couples, and group counseling and serving a diverse client population in regard to race, ethnicity, nationality, gender, sexual orientation, religion, age, ability/disability, and socioeconomic status. We are a private practice that values you and your voice. We created Nurture Therapy for talented, smart, and passionate people who want to grow their expertise in women’s and maternal mental health. This is a perfect opportunity for clinicians looking for a flexible schedule (autonomy, low caseload, work/life balance) within a collegial, supportive environment (supportive community, team environment, supervision/ consultation, income stability, and clients referrals) without the headache of running your own practice. Nurture Therapy provides administrative support for referrals, billing, credentialing, and marketing. Nurture Therapy offers the support of an administrative person who handles ALL insurance, billing, and client accounts.",-1,"Nurture Therapy, LLC","Chicago, IL",-1,-1,-1,-1,-1,-1
18,Substance Abuse Counselor,$29K - $61K (Glassdoor est.),"Overview:
Groups Recover Together was founded in 2014 to make treatment for opioid addiction respectful, accessible and affordable. We empower our members to regain control of their lives through a combination of community support, outpatient weekly group therapy and medication to manage withdrawal using buprenorphine and naltrexone.

What differentiates Groups is the belief that long-term recovery from opioids is tied to aspects of life that are beyond the reach of traditional medical care. We approach fighting addiction as a team sport and provide each member with a care team that works together to ensure our members receive comprehensive, coordinated care. Our outpatient model is designed to fit into our member’s schedules so they can keep working and living a normal life. As a result, our outcomes reflect the success of our model and the commitment of our members with 74% remaining in treatment after 6 months, 90% attending group therapy each week and 89% abstaining from illicit substances each week.

Responsibilities:

Qualifications:",3.9,"Groups Recover Together, Inc.
3.9","Marion, IN",501 to 1000 Employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
19,Mental Health Counselor,Employer Provided Salary:$23 - $26 Per Hour,"POSITION SUMMARY
The Community Care Clinic, a free clinic providing medical care for low-income persons without health insurance is seeking a qualified full-time Mental Health Counselor to provide comprehensive services to clients with mental health and/or substance abuse disorders. The CCC has a significant Hispanic patient population, so an applicant fluent in Spanish is a plus.
ESSENTIAL DUTIES AND RESPONSIBILITIES
Provides evaluation/problem identification, crisis interventions and individual and/or group therapy to assigned consumers.
Develops treatment plans; monitors treatment progress, and follows-up at disposition times.",-1,Community Care Clinic,"Boone, NC",-1,-1,-1,-1,-1,-1
20,"Counselor- Eating Disorder, Residential",$30K - $50K (Glassdoor est.),"Company Description

If you’re looking for an organization that thrives on growth, celebrates the diversity of thought and exemplifies a culture of caring, come grow your career with us and help turn lives around. As a national leader in behavioral healthcare and one of the fastest growing companies in the field, Discovery Mood & Anxiety Program offers world-class treatment for those struggling with a mental health disorder and places a high priority on seeking employees who share our passion for improving the lives we serve. We also provide competitive benefits and development opportunities, such as:
401(k) with company match
Healthcare benefits",2.9,"Center For Discovery
2.9","Enumclaw, WA",1001 to 5000 Employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD)
21,Counselor Adolescent Behavioral Health,$34K - $61K (Glassdoor est.),"About Us:
Newport Healthcare is a nationwide behavioral healthcare organization dedicated to transforming young lives through evidence-based care. To that end, we have assembled the best teen and young adult mental health treatment staff in the country, and we want you to join us. While our experts guide our clients to sustainable healing, our job is to support our valued staff members, and we do that through offering industry-competitive salaries, career growth and skills expansion, student loan repayment and tuition reimbursement, and a company commitment to diversity, equity, and inclusion, among other advantages. Be part of a team that's dedicated to providing compassionate care based in authentic connection, mutual respect, and unconditional love—and experience the rewards of making a difference in the lives of young people and their families each and every day.
Empowering Lives. Restoring Families.®

Responsibilities:
Qualifications:",3.3,"Newport Healthcare
3.3","Oakley, UT",1001 to 5000 Employees,2008,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD)
22,Counselor $4000 SIGN ON BONUS,-1,"Overview:
Groups Recover Together was founded in 2014 to make treatment for opioid addiction respectful, accessible and affordable. We empower our members to regain control of their lives through a combination of community support, outpatient weekly group therapy and medication to manage withdrawal using buprenorphine and naltrexone.

What differentiates Groups is the belief that long-term recovery from opioids is tied to aspects of life that are beyond the reach of traditional medical care. We approach fighting addiction as a team sport and provide each member with a care team that works together to ensure our members receive comprehensive, coordinated care. Our outpatient model is designed to fit into our member’s schedules so they can keep working and living a normal life. As a result, our outcomes reflect the success of our model and the commitment of our members with 74% remaining in treatment after 6 months, 90% attending group therapy each week and 89% abstaining from illicit substances each week.

Responsibilities:

Qualifications:",3.9,"Groups Recover Together, Inc.
3.9","Claremont, NH",501 to 1000 Employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
23,Per Diem Substance Use Disorder Professional,-1,"The Chemical Dependency Counselor is responsible for providing direct patient care, in compliance with Joint Commission and CMS standards of care and for adult and/or adolescent patients under circumstances of chemical dependency, substance abuse or addictions.
Education: Bachelor's Degree from an accredited college or university in social work or related field preferred; Master’s Degree preferred.
Experience: Experience and expertise in dual diagnosis, 12-step programs and substance abuse,
License: Must possess substance abuse license/certificate as dictated by the State of Washington or equivalent.
Job Types: Full-time, Part-time",2.9,"South Sound Behavioral Hospital
2.9","Lacey, WA",501 to 1000 Employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
24,"Surveyor, Outpatient Behavioral Health - Remote",$32K - $69K (Glassdoor est.),"Overview:
Nationwide Search –Behavioral Health Surveyor
Clinician will work remotely anywhere in the United States

Are you a Licensed Social Workers/Clinical Professionals Counselors/Professional Clinical Counselors/Marriage and Family Therapist/Mental Health Counselors/PH.D/Psy.D Psychologist with leadership and/or progressive experience in the Behavioral Health setting?

Independently Licensed Clinician Surveyors surveys health care organizations throughout the United States.
Applies systems analysis skills and inductive reasoning skills to determine health care organizations' degree of compliance with applicable standards and functionality of care delivery systems.

Qualifications:",3.3,"The Joint Commission
3.3","Oakbrook Terrace, IL",501 to 1000 Employees,1951,Nonprofit Organization,Membership Organizations,Business Services,$100 to $500 million (USD)
25,Counselor/Therapist - Substance Use Disorder,$31K - $64K (Glassdoor est.),"Therapist - Addiction Recovery
About Waypoint Recovery Center
Located in Cameron, SC - Waypoint Recovery Center is a residential, behavioral health care facility specializing in the treatment of people dealing with an alcohol and/or drug addiction. We are currently looking for qualified, professional, and motivated clinical staff. Our Company Mission is to ""Improve The Lives We Touch"" and our Values are: Honesty Competence, Perseverance, Passion, Respect and Teamwork. We are looking for people who possess these qualities to become a part of our team.
Our Values
We are committed to:
HONESTY
We work with integrity and fairness.
COMPETENCE
We strive to be the best and hold ourselves accountable.
PERSEVERANCE
We meet challenges with the resolve to succeed.
PASSION
We are about what we do, each other and who we serve.
RESPECT
We honor the human dignity of everyone we work with.
TEAMWORK
We succeed, and have fun, by pulling together.",3.4,"Waypoint Recovery Center
3.4","Cameron, SC",51 to 200 Employees,2012,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
26,Clinical Counselor,-1,"Overview:
#MyCHSWhy Nicole Rainey from Children's Home Society Florida on Vimeo.

Since opening our doors in 1902, CHS became a part of Florida's history.

CHS has been committed to growing and evolving to provide the right services and solutions to address the needs of children and families throughout the changing times. Every day, our team works with parents and kids to empower them and encourage them. With innovative technology solutions and a dedicated, experienced team throughout the state, we’re changing the face of foster care and positively impacting children and families’ lives for generations to come.

Join our team to continue to do good and create history serving Florida's children and families!

The Clinical Counselorassesses and/or identifies client and family needs; plans, coordinates, provides, and evaluates necessary services and treatments; and assists and counsels individuals and families by delineating alternatives, helping to articulate goals, and providing needed information and treatment services. Overall, the Clinical Counselor contributes to the CHS high performance culture by exhibiting our values and providing quality results that position CHS as the leader in delivering proactive behavioral health, case management, community and early childhood solutions for children and families.

SIGN-ON BONUS of $500 is being offered!
$250 upon starting and $250 after completing six months!**

**Please note that to be eligible for the sign-on bonus, you must not be a current employee of CHS, nor has been an employee in the last 180 days. Rehired team members are not eligible if they were last employed with CHS less than 180 days ago. A one year commitment is required as part of the sign-on bonus. The sign-on bonus is taxable, and all regular payroll taxes will be withheld. If you voluntarily leave CHS prior to one year of service, you will be required to reimburse CHS the full $500 sign on bonus.

WHY JOIN CHS?

Primary Job Functions


2. Contribute to a positive, engaging work environment.

Job Qualifications



Competencies




Schedule Expectations
The incumbent will work a standard scheduled week, which may include weekends, holidays and evenings. The ability to work flexible hours is required to meet business needs. If working remotely, incumbent will be required to be available by telephone and email during specified hours. Travel will be on an as-needed basis to conduct business-related activities. In the event of a declared disaster or emergency, this Business Operations Continuity position will be required to carry out assigned duties to provide CHS with the capability and capacity to operate its business functions.",3.5,"Childrens Home Society of Florida
3.5","Orlando, FL",1001 to 5000 Employees,1902,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD)
27,Substance Use Disorder Counselor/Trainee - Pregnant Parenting Women Program,Employer Provided Salary:$50K,"At Therapeutic Health Services, our mission is to foster healing and recovery. We rehabilitate individuals and heal families affected by alcohol dependence, drug dependence, and/or mental illness, helping them to lead healthy and productive lives. In an average year, our 10 service locations in King and Snohomish counties serve approximately 8,500 adults and over 1,500 youth in our community. Therapeutic Health Services is the largest non-profit provider of medication-assisted treatment for opioid addiction in Washington State. We specialize in treating high-risk, low-income, ethnic minority, multi-system involved, and “harder to serve” adults and youth.
We are hiring immediately! We're needing Substance Abuse Counselor/Substance Abuse Disorder Professionals or Trainees for our Pregnant Parenting Women Program (PPW) to join our passionate agency plus, be part of the growing field of behavioral health services. Interested candidates must be an experienced Substance Use Disorder Professional or Licensed SUDP Trainee. We have positions open based at our Corporate branch in Seattle located on First Hill as well as our branch in Shoreline.",3.0,"Therapeutic Health Services
3.0","Seattle, WA",201 to 500 Employees,1972,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD)
28,SUD Counselor,-1,"Where New Paths Begin
Recovery is possible with A Renewed Mind, a Division of OhioGuidestone. A leader in the field of behavioral health with a history dating back to 1864, we address the needs of the whole person, helping them reset their paths, reclaim their autonomy and restore their purpose. OhioGuidestone connects individuals with the resources needed to achieve lifelong success, providing community counseling, substance use disorder treatment, workforce development training, early childhood mental health services, psychiatric care and more.
A Renewed Mind is a private, not for profit 501(c)(3) behavioral health care organization. We work to deliver personalized, high quality behavioral health services to our community in a compassionate manner. We have developed a reputation of providing quality services based on our commitment to respecting the individual and in forming strong therapeutic relationships.

Required
Preferred
Required
Preferred",2.9,"A Renewed Mind
2.9","Toledo, OH",51 to 200 Employees,-1,Company - Private,-1,-1,$1 to $5 million (USD)
29,Licensed Mental Health Clinician (LPC or LMFT),Employer Provided Salary:$52K - $65K,"DESCRIPTION
The Licensed Mental Health Clinician (LPC, LMFT, LCSW) will assist individuals, groups, and families through the counseling relationship using a combination of clinical mental health and human development principles to develop an understanding of personal problems, to define goals, and to develop action plans to resolve life’s challenges. The Licensed Mental Health Clinician (LPC, LMFT, LCSW) is part of an integrated team of administrative and clinical team members who utilize authentic relationships and research-based therapies to bring about healing in a safe and supportive environment through a professional, confidential and a distinctively Christian approach.
LEVEL OF RESPONSIBILITY:
Employment with Light Counseling is of a confidential nature and operates in accordance with federal and state privacy laws and practices (i.e., HIPAA). All work is performed under supervision, but does require the ability to effectively function independently, with flexibility, initiative, maturity, and decision-making within the framework of Light Counseling’s policy and employee handbook.",-1,Light Counseling,"Lynchburg, VA",-1,-1,-1,-1,-1,-1
30,Substance Use Disorder Counselor,$27 Per Hour(Employer est.),"CURRENT OPENING:
Ritter Center is currently recruiting for a Substance Use Disorder Counselor (SUD). This is a full-time, 40-hour a week, non-exempt position reporting to the Behavioral Health Services Manager. This role is based in San Rafael, CA operating out of our Administrative Offices at 30 N. San Pedro. Please find the full job description below.
Position Description:
This is a professional-level position providing services within two programs. A good fit for this position is someone that is able to think on their feet, quickly assess patient needs and implement appropriate treatment plans for those with a history of drug and alcohol challenges. Under supervision, the Substance Use Disorder Counselor (SUD) will provide flexible supportive services to program participants to assist in securing housing in the community and coordinating health care needs. This position will provide case management, counseling, and advocacy services to individuals who are extremely low-income or those experiencing or have experienced homelessness who have had a variety of barriers to permanent housing which may include mental illness, chronic illness, and physical disabilities.",3.1,"Ritter Center
3.1","San Rafael, CA",1 to 50 Employees,1980,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,$1 to $5 million (USD)
