,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
10,Interim Supervisor- Financial Reporting,$48K - $96K (Glassdoor est.),"Summary
New Interim Supervisor Financial Reporting needed to join an Iowa Medical Center!

The Position
The Interim Supervisor will be responsible for general accounting, financial reporting, and finance daily operations.
Oversight responsibilities include accountants and the accounts payable department.
Oversees the productions of the financial statements, business activity reports and ad hoc reports.
Ideal candidates will bring Experience leading an Accounting or Finance Team",3.7,"B.E.Smith
3.7","Mason City, IA",201 to 500 Employees,1978,Company - Public,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD)
11,Financial Reporting Manager,$68K - $114K (Glassdoor est.),"Manager of Financial Reporting
Micromeritics has an exciting opportunity for a manager of Financial Reporting to support our Global Operations, headquartered in Norcross, GA. This role, which reports to the Corporate Controller, will have significant visibility to senior management and requires the ability to effectively collaborate across the organization in a fast-paced environment. The individual will be responsible for all facets of financial reporting, including external reporting, implementation of new accounting pronouncements, debt compliance, and working with external tax advisors.
Responsibilities:
External financial reporting, including annual audited financial statements and monthly debt compliance
Technical accounting support and implementation of new guidance
Coordination of annual audit",3.0,"Micromeritics Instrument Corporation
3.0","Norcross, GA",201 to 500 Employees,1962,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$50 to $100 million (USD)
12,Director of Financial Planning Services,Employer Provided Salary:$70K,"Director of Financial Planning Services
Are you a Planner, Coordinator, Implementer, and do you manage complex projects and tasks with an attention to data, detail, deadlines, and dedication?
We are hiring for a Director of Financial Planning Services for our growing firm. This role drives the process and brings it all together as a Project Manager and Implementer for our clients’ financial planning services. Our talented team of ten works collaboratively to provide expertise and exceptional service to our clients.
CFP's and CPA's encouraged to apply!
Key Accountabilities Overview",-1,A Hire Purpose,"Glastonbury, CT",-1,-1,-1,-1,-1,-1
13,Financial Manager,Employer Provided Salary:$70K - $78K,"JOB ANNOUNCEMENT
Financial Manager
Indigenous Peoples Task Force (IPTF) is a dynamic nonprofit organization dedicated to strengthening the health and education of Indigenous peoples. Founded in 1986, IPTF has been recognized regionally and nationally for its innovative community-driven and culturally grounded approach to addressing systemic barriers to health and wellbeing in MN Native American communities. Core programs and services include: health services such as HIV and HepC testing, HIV case management, opiod harm reduction and prevention; Ikidowin Youth Theatre Program; Indigi-Baby Foods enterprise development; Aseema and First Medicines programs; Maynidoowhadak Odena Housing for persons and families with medical disabilities; Keep The Fire Alive Teenage Suicide Prevention; and a new building project, Mikwanedun Audisookon Center for Art and Wellness.",-1,Indigenous Peoples Task Force,"Minneapolis, MN",-1,-1,-1,-1,-1,-1
14,Financial and Business Operations Manager,Employer Provided Salary:$75K - $85K,"Company Overview:
Town Center Management Group Inc., handles all aspects of property management for El Dorado Hills Town Center, a complex mixed use commercial real estate asset. It is a fast-paced environment and runs all facets of onsite property management.
Position Information:
The Financial and Business Operations Manager will have notable experience with accounting and financial management, experience with Yardi or a comparable property management software program, strong and organized project management skills with high attention to detail.
Responsibilities Include:",-1,"Town Center Management Group, Inc.","El Dorado Hills, CA",-1,-1,-1,-1,-1,-1
15,Finance Manager,-1,"Rowe Ford in Westbrook, ME is in search of an F&I Business Manager to join a growing team of professionals.
Compensation: Competitive - Sales Results Driven
Prior F&I experience with proven track record of success preferred, dealership experience required.
All applicant information will be held in strict confidence.
Please respond via e-mail with resume and contact information. Equal Opportunity Employer.
Compensation: Competitive - Sales Results Driven
Job Type: Full-time",-1,Rowe Westbrook,"Westbrook, ME",-1,-1,-1,-1,-1,-1
16,Financial Manager,Employer Provided Salary:$60K,"JOB SUMMARY AND PURPOSE:
Our Financial Manager is responsible for the financial health and reporting of the company. They will work with senior management to provide analysis on current, past, and future performance as it relates to profitability. The financial manager will manage various employees and functions related to the front office operations of the company. They will also be relied upon to remain up to date on accounting regulations and maintain working relationships with banks and lenders.
FUNCTIONS AND RESPONSIBILITES:
Prepare financial reports and present them to management
Analyze job cost reports for profitability
Manage cash flow as well as budgets",-1,Kolar Arms,"Racine, WI",-1,-1,-1,-1,-1,-1
17,Vice President of Finance,Employer Provided Salary:$125K - $175K,"Privately held equipment finance company and several affiliated family businesses seeking a Vice President of Finance with extensive Controller experience. Must have 10 – 12 years of experience in accounting, finance, tax & banking relationships (financial statement preparation, forecasting, etc.). Must be well organized with high degree of accuracy and attention to detail. CPA certificate and managerial experience is a plus. Our company is very profitable and can offer generous salary, bonus, Blue Cross Blue Shield medical, along with dental and vision benefits, and 401(k) match. Must be fully COVID vaccinated or in the process of becoming fully vaccinated. Salary is negotiable based on experience.
Job Type: Full-time
Pay: $125,000.00 - $175,000.00 per year
Benefits:",-1,"Utica Leaseco, LLC","Rochester Hills, MI",-1,-1,-1,-1,-1,-1
18,"Manager, Financial Services Development",-1,"Manager, Financial Services Development Main Function
Under the direction of the Vice President, the Manager of Financial Services Development is primarily responsible for planning, coordination, and training related to financial systems throughout The Guthrie Clinic. Accountable for all aspects of the functional maintenance, user security, report development/maintenance/distribution and development of systems used by the finance department. Functions in a collaborative role with established project managers and technical staff to assure system integrity, and continued systems development.
Manager, Financial Services Development Education Requirements:
Bachelor’s degree in accounting or closely related field from an accredited four-year institution.
Manager, Financial Services Development Experience Requirements:",3.4,"Guthrie Healthcare System
3.4","Sayre, PA",5001 to 10000 Employees,1910,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
19,"Manager, Financial Reporting and Analysis",Employer Provided Salary:$90K - $100K,"SUMMARY: Manages corporate accounting and finance activities related to financial reporting, forecasting and analysis.
COMPANY DESCRIPTION:
$80 million importer, value-added distributor and manufacturer of colorants, waxes and other specialty chemicals
Four distinct business units including a $10 million operation in Canada Operates on Oracle’s NetSuite ERP system
Growing 10+% annually and in search of acquisitions
Private equity-owned
Based in Glendale Heights, Illinois",-1,Vivify Specialty Ingredients,"Glendale Heights, IL",-1,-1,-1,-1,-1,-1
20,Director of Financial Planning & Analysis,Employer Provided Salary:$120K,"Job Summary:
With a focus on our Core Values of Integrity, Internally Driven, Fun and Respect, the Director of Financial Planning & Analysis will be responsible for leading the long-term planning, financial forecasting and business analysis processes for all the businesses that operate under the TotalMed Holdings. The FP&A Director will work cross functionally with all businesses to deliver comprehensive financial projections and supporting analysis. Additionally, the Director will own the creation of various financial reports and ad hoc analyses to support the Chief Financial Officer and Executive Leadership Team (ELT). The role requires a thorough understanding of financial reporting, including financial statements and key financial/operational metrics. The ideal candidate must have strong communication skills and the ability to partner effectively with stakeholders across the organization. The Director will report to the Chief Financial Officer and will interact frequently with Executives across the Company.",3.9,"TotalMed Internal
3.9","Appleton, WI",201 to 500 Employees,2005,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
21,Financial Planning and Analysis Manager,$65K - $121K (Glassdoor est.),"In the spirit of collaboration, excellence, and innovation, we at Linc housing are committed to building and preserving housing that is affordable, environmentally sustainable and a catalyst for community improvement. Our team works hard to address California’s homelessness crisis by building supportive housing and addressing the affordable housing needs of California’s diverse population.
We are proud of and inspired by our mission to build communities and strengthen neighborhoods for people underserved by the marketplace. Our feats could not have been achieved without the resilience and drive for excellence put forth by our team. If you are interested in joining a team of dedicated, caring, and talented individuals inspired to make change, you have found the right place.
Position Title: Financial Planning & Analysis Manager",3.8,"Linc Housing Corporation
3.8","Long Beach, CA",1 to 50 Employees,-1,Nonprofit Organization,-1,-1,$1 to $5 million (USD)
22,"Manager, Financial Planning and Analysis",$67K - $130K (Glassdoor est.),"Who We Are:
At Protegis were building the best fire protection and safety company in the industry.
Our purpose is to protect people and property from fire risk and damage, we take this seriously We live by our customer promise:
What we do matters: we do it right
We make it easy for you through transparency & communication
Were there for you with 24/7 responsive, on-call service
We work as a TEAM, treat our Customers and each with dignity and respect.
We take pride in what we do, we strive to meet and exceed customer expectations every day, and work as a team to succeed-Teamwork and Respect are core values, and we take our team-oriented culture very seriously.",3.6,"Protegis Fire & Safety
3.6","Independence, OH",201 to 500 Employees,1975,Company - Private,General Repair & Maintenance,"Construction, Repair & Maintenance",Unknown / Non-Applicable
23,Automotive Finance Manager,Employer Provided Salary:$58K - $150K,"Are you ready to join the best? Indy Wholesale Direct is currently searching for a high-performing experienced Finance Manager to help us keep up with increased business! We have an immediate opening for an experienced F&I Manager who is self-driven, a team player who want to help us earn customers for life! We offer industry leading compensation and benefits packages and tremendous opportunity for career advancement. Please only apply if you have previous Finance experience in a Dealership setting.
Responsibilities:
Work directly with our employees and customers to develop relationships and help bridge disconnects in the sales process
Build rapport with customers to create a base of referrals to establish a strong customer network",-1,Indy Wholesale Direct LLC,"Carmel, IN",-1,-1,-1,-1,-1,-1
24,Financial Services Relationship Manager,-1,"Are you passionate about helping your clients and their families live better lives? Do you enjoy working in a professional, collaborative, and supportive team environment? Are you willing to be challenged to make tomorrow better than yesterday? Do people love working with you?
Our Financial Services Relationship Manager will obsess about building and managing personalized relationships with high-net-worth clients and work collaboratively with HM Payson's client service professionals to provide integrated wealth management services consistent with the individual financial goals of clients.
Requirements for this role include: a bachelor’s degree and a minimum of five years’ financial services relationship management experience working with high-net-worth clients, comprehensive industry and investment knowledge, highly effective communication and presentation skills, and experience developing relationships and interacting with internal and external team members. CFA and/or CFP certification is helpful.",-1,"Client of J. Gaudet Associates, Inc.","Portland, ME",-1,-1,-1,-1,-1,-1
25,Research Financial Manager,$64K - $131K (Glassdoor est.),"Overview:
Founded in 1863, Hospital for Special Surgery (HSS) is a world leader in orthopedics, rheumatology and rehabilitation. In the most recent U.S. News & World Report “American’s Best Hospitals” issue, HSS ranks #1 in orthopedics and #4 in rheumatology. Though the main campus is located in New York City, HSS treats individuals throughout the Tri-State area and Florida and consistently attracts patients from all 50 states and over 80 countries who recognize its specialized services.

Qualifications:
Other Requirements: #LI-AG1",4.2,"Hospital for Special Surgery
4.2","New York, NY",1001 to 5000 Employees,1863,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
26,Finance Manager,Employer Provided Salary:$50K - $60K,"Finance Manager
Full-Time Position - 40 Hours per week
JOB DESCRIPTION: YOUR RESUME WILL NOT BE LOOKED AT WITHOUT COMPELTING THE THREE ASSESSMENTS. There are two Indeed assessments and one with Predictive Index - link below.
Predictive Index Finance Manager Link - https://assessment.predictiveindex.com/jB6/dd4a296d-0620-4e86-9540-0a43fe071faf?type=candidateba
The Finance Manager works closely with the Executive Director, the contracted accountant, the Treasurer, and the Finance Committee to develop, manage, and oversee the annual budget and the investment of revenues and donations. The position will collaborate with the accountant to monitor cash flow, general ledger, accounts payable, accounts receivable, and payroll. The position will review financial reports, monitor accounts, prepare activity reports and financial forecasts, lead the annual financial review process and tax return preparation, and serve as the primary contact for the annual financial review. The position investigates ways to improve profitability and analyze markets to investigate and carry out strategies to raise capital and explore social enterprise opportunities. The position is responsible for financial reporting to staff, Board of Directors, and grant funders and assists the Executive Director and program managers with the preparation of the annual budget. The position will collaborate with the Executive Director to assist in several human resource management areas: personnel files, payroll and timeclock, employee benefits, annual benefit renewals, and tax filings and reports. The position will provide general office and information management, including office supplies, furniture and equipment, maintenance and repair requests, office tele-communications, computers, printers, and networks.Major ResponsibilitiesFinancial Operations",-1,Confidential,"Atlanta, GA",-1,-1,-1,-1,-1,-1
27,Automotive Finance Manager,Employer Provided Salary:$140K - $175K,"GREAT MONEY & MORE FUN
$140K - $175K+/Year
CHANGE YOUR PRODUCT, CHANGE YOUR LIFE
You will be amazed at the money and the lifestyle!
But don't just take our word for it, here's what some GM’s at our H-D stores have to say...
Same money “The money is comparable to what I earned in the car business, the pay plan works year-round, while the work environment is no comparison and better in every way!”",-1,Motown Harley-Davidson,"Taylor, MI",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
28,Automotive Finance Manager,Employer Provided Salary:$140K - $175K,"GREAT MONEY & MORE FUN
$140K - $175K+/Year
CHANGE YOUR PRODUCT, CHANGE YOUR LIFE
You will be amazed at the money and the lifestyle!
But don't just take our word for it, here's what some GM’s at our H-D stores have to say...
Same money “The money is comparable to what I earned in the car business, the pay plan works year-round, while the work environment is no comparison and better in every way!”",-1,Jet City Harley-Davidson,"Renton, WA",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
29,"Director, Patient Financial Services",-1,"Are you interested in working for a mission-driven organization that continues to grow and is dedicated to providing quality services to its residents? Do you want your next job to offer you the opportunity to serve while allowing you to grow personally and professionally? Explore careers at Charles E. Smith Life Communities!

ABOUT CHARLES E. SMITH LIFE COMMUNITIES
At Charles E. Smith Life Communities (CESLC), we have team members who live our mission every day to provide quality health care and meaningful life experiences to older adults. CESLC provides a wide variety of career opportunities on our beautiful 38-acre campus located in Rockville Maryland. A career at CESLC offers an exciting opportunity to join a nonprofit faith-based organization where our team of over 1,000 members represent a very wide range of cultural backgrounds, ethnicities and faiths.

Our Best in Class Total Rewards package includes market leading compensation and benefits, including affordable, high quality health coverage through Carefirst Blue Cross Blue Shield.

Why choose Charles E. Smith Life Communities?

LOCATION
This position is based in the Finance Department in the Dekelboum Building, located at 6101 Montrose Road in Rockville, Maryland.

OUR DIRECTOR, PATIENT FINANCIAL SERVICES POSITION
The primary purpose of this role in the Finance Department is to direct Patient Financial Services to include, billing, collections, customer service, cash posting, denial management and Medicaid eligibility. This position reports to the Senior Vice President, Finance/CFO.

The Director, Patient Financial Services is responsible for planning, implementing and maintaining all functions pertinent to the Patient Financial Services areas. Uses revenue cycle metrics and data to direct the work of the Patient Financial Services team on prioritization; provider and payer requirements for timely billing; compliant claim submission; and expected reimbursement. Identifies and executes strategic and tactical initiatives and plans to ensure compliant, timely and accurate reimbursement.

MAIN RESPONSIBILITIES

EDUCATION & TRAINING

THANKS
Thanks for your interest in joining CESLC and the team in our Finance Department!",3.1,"Charles E Smith Life Communities
3.1","Rockville, MD",501 to 1000 Employees,-1,Nonprofit Organization,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable
30,Director of Financial Planning and Analysis,$125K - $145K (Employer est.),"Purpose:
The Financial Planner & Analyst will analyze past financial performance to predict future performance and to advise the company on its financial strategy.
Minimum Eligibility Requirements:
Bachelor’s degree in Accounting, Finance, or related field required.
Two years of professional experience as an accountant, auditor, or computer programmer analyst OR valid CPA (Certified Public Accountant) certificate with at least one year of professional experience as an accountant, auditor, or computer programmer analyst.
Excellent verbal and written communication skills.
Thorough understanding of Generally Accepted Accounting Principles (GAAP).",-1,JEA Senior Living,"Charlotte, NC",-1,-1,-1,-1,-1,-1
31,Vice President of Finance,$125K - $145K (Employer est.),"Description:
Reporting to the President/CEO, the VP is responsible for the day-to-day administrative and financial operations of the company. This includes timely and accurate reporting of monthly, quarterly and annual financial results, as well as developing annual budgets and forecasts. The VP will be part of the Leadership Team, serving as a strategic advisor/partner to the President helping to drive company performance by providing fact-based analysis and strategic financial direction.
KEY RESPONSIBILITIES:
Ensure that financial information, analysis and reporting is accurate, timely, reliable and relevant, in order to assist the Board, CEO, and Executive Team in effectively performing their responsibilities.
. Requirements:",2.5,"Walpole Outdoors LLC
2.5","Foxborough, MA",201 to 500 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
32,Director of Financial Planning and Analysis,$125K - $145K (Employer est.),"Job Summary:
The position of Director of Financial Planning and Analysis is exempt from the overtime provi­sions of the Federal Fair Labor Standards Act and shall not be entitled to overtime compensation for hours worked in excess of 40 in any one work week.
The Director of Financial Planning and Analysis shall be accountable to and supervised by the CFO.
Ferraro Foods is a $1 billion revenue Italian fine foods distributor serving select chains, Italian restaurants, and the pizzeria segment. Ferraro Foods has a robust acquisition pipeline and will be an active acquirer over the next 2 years. The Director of FP&A role is responsible for leading the preparation of the annual budget, the projection of operating results, and the long-term financial projection for Ferraro Foods Mergers and Acquisitions.",2.5,"Ferraro Foods
2.5","Piscataway, NJ",501 to 1000 Employees,1984,Company - Private,Wholesale,Business Services,$500 million to $1 billion (USD)
33,M&A Integration and Financial Planning Manager,$125K - $145K (Employer est.),"M&A Integration and Financial Planning Manager
Overview: A key component of this role is to ensure that new acquisitions are successfully onboarded, integrated and processes transitioned from the acquired business to a central/regional finance function. The organization is highly acquisitive, carrying out numerous transactions a year. The position will also take lead on the execution of other finance transformation initiatives within the Region as they arise and will be ultimately responsible for managing and executing on the migration of newly acquired businesses to finance systems, processes, governance, and policies.
Key Responsibilities:
FP&A:",-1,"Sila Services, LLC","King of Prussia, PA",-1,-1,-1,-1,-1,-1
34,Financial Reporting Manager,$125K - $145K (Employer est.),"Your Opportunity

Schwab Stock Plan Services (SPS) provides a variety of solutions to large, publicly traded companies for the administration of their Equity Compensation plans, including stock options, restricted stock, and employee stock purchase programs. SPS offers solutions for the administration of these plans up to and including full outsourcing capabilities for the recordkeeping and employee services. Our mission is to provide a world class experience for our clients and to provide the opportunity for the employees of our corporate clients to achieve their financial fitness goals. Stock Plan Services is seeking a Financial Reporting Manager who has a deep understanding of share-based payment concepts.

Will consider nationwide talent as workplace flexibility is available to include partial or permanent remote.",3.9,"Charles Schwab
3.9","Westlake, TX",10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
35,Automotive Finance Manager,$125K - $145K (Employer est.),"GREAT MONEY & MORE FUN
$140K - $175K+/Year
CHANGE YOUR PRODUCT, CHANGE YOUR LIFE
You will be amazed at the money and the lifestyle!
But don't just take our word for it, here's what some GM’s at our H-D stores have to say...
Same money “The money is comparable to what I earned in the car business, the pay plan works year-round, while the work environment is no comparison and better in every way!”",-1,MotorCity Harley-Davidson,"Farmington Hills, MI",-1,-1,-1,-1,-1,-1
36,Automotive Finance Manager,$125K - $145K (Employer est.),"Excellent opportunity for experienced Finance Manager. Candidate chosen will be responsible for all aspects of F&I position, while providing excellent customer service to ensure an enjoyable car buying experience for our clients.
Responsibilities:
View, assess, and submit credit applications to lenders
Present service contracts, GAP, and other beneficial products
Prepare documents and financial transactions in a legal and ethical manner
Achieve monthly forecasts goals for F&I income customer service satisfaction'
'
Work Remotely",-1,Confidential,"Duluth, GA",-1,-1,-1,-1,-1,-1
37,"Manager, Financial Planning & Analysis",$125K - $145K (Employer est.),"Your Job
Indeed is seeking a highly motivated Manager to join our rapidly growing Financial Planning and Analysis team. You will assist with global financial operations, working collaboratively with a range of cross-functional partners to enable strategic decision-making.

You approach projects with a flexible, innovative, service-oriented mindset, and a strong emphasis on system-based solutions. You possess an analytical mind, an ability to communicate complex ideas to senior business leaders, and a desire to make a meaningful impact on a dynamic, high-growth technology company. This position oversees a team of FP&A Analysts and reports to the Director of FP&A.

Responsibilities


Our Finance team ensures that Indeed follows the highest standards of business, law and ethics to help us succeed around the world. Our goal is to provide excellent customer service to internal and external clients while helping our management team make decisions using the most relevant and accurate information available.",4.4,"Indeed
4.4","New York, NY",10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
38,"Director, Financial Planning & Analysis",$125K - $145K (Employer est.),"Financial Planning and Analysis Director leads the budgeting, forecasting, long-term planning, implementation, and business strategic analysis of the financial team.
Conducts financial analysis, modeling, forecasting and reporting efforts to ensure efficient financial operations.
Being a Financial Planning and Analysis Director reviews analysis results, develops insightful suggestions for investment, sourcing, cost reduction and leads strategic business decisions.
Requires a bachelor's degree.
Additionally, Financial Planning and Analysis Director typically reports to top management or CFO.",-1,Privately Held Holding Company,Remote,-1,-1,-1,-1,-1,-1
39,Automotive Finance Manager,$125K - $145K (Employer est.),"F&I Position Job Description & Responsibilities:
· Assist department managers to lead and direct the entire Sales Staff while working as a Finance Manager.
· Assist customers arrange the financing of their purchases and also present them with additional products that enhance their vehicle and ownership experience.
· Proficient at structuring deals for maximum profitability and collect-ability.
· Understand title laws and registration process.
· Maintains certifications as required for the position.",-1,Star Auto Mall,"Bethlehem, PA",-1,-1,-1,-1,-1,-1
40,"Manager, Financial Planning & Analysis- Remote",$125K - $145K (Employer est.),"Medisolv is seeking a Manager of Financial Planning & Analysis (FP&A). Reporting to the Chief Financial Officer, this position will provide enterprise-wide leadership of the budgeting, forecasting, long-term planning, implementation, and strategic business analysis function. They will lead financial analysis, modeling, forecasting, pricing analysis, and financial reporting to ensure efficient business operations. Further, they will review outcomes with an analytical mindset, develop thoughtful recommendations for strategic initiatives and provide cost management recommendations for business units.
Essential Functions:
Manage and develop strategic planning, performance metrics, management reporting, annual budgets, interim forecasts and financial analyses for the company
Conduct sensitivity analysis around broad and in-depth internal and external factors
Partner with executive management to enable informed decision making based on trends, analysis and “what-if” outcomes",4.6,"Medisolv, Inc.
4.6","Columbia, MD",51 to 200 Employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
